Cruise,Station,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start time [UTC],Cast,Cast Flag,Bottom depth at start positioning [m],CTD file,CTD file flag,Niskin/ Bottle Position,Niskin Flag,CTD Bottle Closure Time [UTC],CTD Pressure [db],CTD Pressure Flag,CTD Depth [m],CTD Latitude [deg],CTD Longitude [deg],CTD Temperature 1 [deg C],CTD Temperature 1 Flag,CTD Temperature 2 [deg C],CTD Temperature 2 Flag,CTD Conductivity 1 [S/m],CTD Conductivity 1 Flag,CTD Conductivity 2 [S/m],CTD Conductivity 2 Flag,"CTD Salinity 1, uncorrected [psu]","CTD salinity 2, uncorrected [psu]","CTD Oxygen, uncorrected [mL/L]",CTD Oxygen Flag,CTD Oxygen Saturation [mL/L],CTD Fluorescense [mg/m ^ 3],CTD Fluorescense Flag,CTD Beam Attenuation [1/m],CTD Beam Transmission [%],CTD Beam Transmissometer Flag,CTD pH,CTD pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Duplicate Flag,Discrete Chlorophyll [ug/L],Discrete Phaeopigment [ug/L],Discrete Fo/Fa Ratio,Discrete Flourescence Flag,Discrete Flourescence Duplicate Flag,Discrete Phosphate [uM],Discrete Silicate [uM],Discrete Nitrate [uM],Discrete Nitrite [uM],Discrete Ammonium [uM],Discrete Nutrients Flag,Discrete Nutrients Duplicate Flag,Discrete Salinity [psu],Discrete Salinity flag,Discrete Salinity Duplicate Flag,Discrete Alkalinity [µmol/kg],Discrete Alkalinity Flag,Discrete Alkalinity Duplicate Flag,Discrete DIC [µmol/kg],Discrete DIC Flag,Discrete DIC Duplicate Flag,Discrete pCO2 [µatm],Discrete pCO2 Flag,Discrete pCO2 Duplicate Flag,Discrete pH,pH Analysis Temp [C],Discrete pH Flag,Discrete pH Duplicate Flag,Calculated Alkalinity [µmol/kg],Calculated CO2aq [µmol/kg],Calculated bicarb [µmol/kg],Calculated CO3 [µmol/kg],Calculated pH,Calculated Omega-C,Calculated Omega-A,Calculated Carbon Flag,Calculated Carbon Duplicate Flag
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.83050,-129.75317,2019-06-04T20:55:23.000Z,CTD-001,0000000000000101,2641,AT4212_CTD-001,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.81750,-129.74533,2019-06-05T17:09:29.000Z,CTD-002,0000000000000101,757,AT4212_CTD-002,0000000000000110,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.82583,-129.74183,2019-06-05T23:06:57.000Z,CTD-003,0000000000000101,505,AT4212_CTD-003,0000000000000110,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.80850,-129.74533,2019-06-06T19:16:00.000Z,CTD-004,0000000000000101,1008,AT4212_CTD-004,0000000000000110,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37383,-124.96000,2019-06-13T21:38:14.000Z,CTD-005,0000000000000100,580,AT4212_CTD-005,0000000000000100,1,0000000000000100,2019-06-13T21:49:31.000Z,223.068,0000000001000100,221.151,44.37390,-124.95984,6.9153,0000000000000100,6.9148,0000000000000100,3.437893,0000000010000100,3.437925,0000000010000100,33.9773,33.9782,1.9945,0000000011000100,6.80987,0.010100,0000000001000100,0.0258,99.3572,0000000001000100,7.557,0000000011000100,1.855513,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,2.2631,45.0083,33.9176,0.0267,-0.0001,0000000010000100,0000000010000100,33.9759,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2248.208494,0000000000000100,0000000000000100,893.82,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2294.13,43.8,2145.43,58.97,7.711,1.311,0.849,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37383,-124.96000,2019-06-13T21:38:14.000Z,CTD-005,0000000000000100,580,AT4212_CTD-005,0000000000000100,3,0000000000000100,2019-06-13T21:51:43.000Z,202.455,0000000001000100,200.725,44.37390,-124.95989,7.1631,0000000000000100,7.1508,0000000000000100,3.458137,0000000000000100,3.457269,0000000000000100,33.9650,33.9675,2.0131,0000000001000100,6.77185,0.013900,0000000001000100,0.0538,98.6632,0000000001000100,7.557,0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.2386,44.1836,32.9460,0.0460,0.0410,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2262.615426,0000000000000100,0000000000000100,908.11,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2308.71,44.13,2159,59.49,7.709,1.328,0.86,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37383,-124.96000,2019-06-13T21:38:14.000Z,CTD-005,0000000000000100,580,AT4212_CTD-005,0000000000000100,5,0000000000000100,2019-06-13T21:55:12.000Z,182.462,0000000001000100,180.911,44.37388,-124.95990,7.6737,0000000000000100,7.6710,0000000000000100,3.499918,0000000010000100,3.437925,0000000010000100,33.9283,33.9299,2.3851,0000000001000100,6.69519,0.017300,0000000001000100,0.0403,98.9964,0000000001000100,7.598,0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.0843,38.3539,30.6915,0.0168,-0.0001,0000000010000100,0000000010000100,33.9289,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2231.026873,0000000000000100,0000000000000100,866.02,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2283.92,41.35,2127.65,62.02,7.726,1.391,0.901,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37383,-124.96000,2019-06-13T21:38:14.000Z,CTD-005,0000000000000100,580,AT4212_CTD-005,0000000000000100,7,0000000000000100,2019-06-13T21:58:21.000Z,162.231,0000000001000100,160.860,44.37388,-124.95988,7.9542,0000000000000100,7.9544,0000000000000100,3.521305,0000000000000100,3.521436,0000000000000100,33.8952,33.8964,2.5549,0000000001000100,6.65430,0.011600,0000000001000100,0.0373,99.0719,0000000001000100,7.617,0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.0153,35.5562,29.4418,0.0165,-0.0001,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2240.807084,0000000000000100,0000000000000100,856.28,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2297.33,40.5,2136.24,64.06,7.734,1.443,0.935,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37383,-124.96000,2019-06-13T21:38:14.000Z,CTD-005,0000000000000100,580,AT4212_CTD-005,0000000000000100,9,0000000000000100,2019-06-13T22:01:19.000Z,141.790,0000000001000100,140.599,44.37390,-124.95996,8.2090,0000000000000100,8.2169,0000000000000100,3.539221,0000000010000100,3.437925,0000000010000100,33.8500,33.8489,2.7602,0000000011000100,6.61822,0.013900,0000000001000100,0.0312,99.2225,0000000001000100,7.639,0000000011000100,2.651922,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,1.9326,33.1320,28.2481,0.0192,-0.0001,0000000010000100,0000000010000100,33.8541,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2206.590939,0000000000000100,0000000000000100,854.83,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2262.22,40.1,2103.55,62.94,7.73,1.424,0.923,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37383,-124.96000,2019-06-13T21:38:14.000Z,CTD-005,0000000000000100,580,AT4212_CTD-005,0000000000000100,11,0000000000000100,2019-06-13T22:04:12.000Z,121.505,0000000001000100,120.491,44.37388,-124.95998,8.6443,0000000000000100,8.6423,0000000000000100,3.561031,0000000000000100,3.561079,0000000000000100,33.6732,33.6756,3.2300,0000000001000100,6.56163,0.019100,0000000001000100,0.0273,99.3215,0000000001000100,7.684,0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,1.7668,26.7636,25.2094,0.0264,-0.0001,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2199.022765,0000000010000101,0000000010000100,748.3,0000000010000101,0000000010000100,-9999999,-9999999,-9999999,-9999999,2273.92,34.62,2092.07,72.34,7.788,1.645,1.067,0000000010000101,0000000010000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37383,-124.96000,2019-06-13T21:38:14.000Z,CTD-005,0000000000000100,580,AT4212_CTD-005,0000000000000100,13,0000000000000100,2019-06-13T22:07:35.000Z,102.125,0000000001000100,101.277,44.37388,-124.95972,8.8449,0000000000000100,8.8430,0000000000000100,3.554340,0000000010000100,3.437925,0000000010000100,33.4220,33.4236,3.8211,0000000011000100,6.54305,0.108300,0000000001000100,0.0260,99.3516,0000000001000100,7.746,0000000011000100,3.969344,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,1.5850,21.0825,21.6648,0.0383,-0.0001,0000000010000100,0000000010000100,33.4305,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2167.752475,0000000000000100,0000000000000100,684.25,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2252.93,31.49,2059.25,77.01,7.822,1.762,1.143,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37383,-124.96000,2019-06-13T21:38:14.000Z,CTD-005,0000000000000100,580,AT4212_CTD-005,0000000000000100,15,0000000000000100,2019-06-13T22:11:44.000Z,81.438,0000000001000100,80.766,44.37388,-124.95930,9.2260,0000000000000100,9.2247,0000000000000100,3.542157,0000000000000100,3.542259,0000000000000100,32.9495,32.9517,4.9978,0000000011000100,6.50789,0.480000,0000000011000100,0.0381,99.0518,0000000001000100,7.876,0000000011000100,5.434241,0000000000000100,0000000000000100,0.1664,0.1211,1.5837,0000000000000100,0000000000000100,1.1623,11.9811,13.6495,0.0632,-0.0001,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2097.988393,0000000000000100,0000000000000100,512.27,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2219.79,23.34,1978.85,95.8,7.934,2.21,1.434,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37383,-124.96000,2019-06-13T21:38:14.000Z,CTD-005,0000000000000100,580,AT4212_CTD-005,0000000000000100,17,0000000000000100,2019-06-13T22:14:29.000Z,61.500,0000000001000100,60.995,44.37390,-124.95916,9.6784,0000000000000100,9.6756,0000000000000100,3.548193,0000000010000100,3.437925,0000000010000100,32.6065,32.6082,6.1634,0000000001000100,6.45766,0.859800,0000000011000100,0.0621,98.4589,0000000001000100,8.000,0000000011000100,-9999999,-9999999,-9999999,0.3992,0.2409,1.6288,0000000000000100,0000000000000100,0.6554,4.7199,3.6368,0.3230,0.0021,0000000010000100,0000000010000100,32.6056,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2051.082919,0000000000000100,0000000000000100,361.79,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2227.28,16.27,1907,127.81,8.071,2.968,1.928,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37383,-124.96000,2019-06-13T21:38:14.000Z,CTD-005,0000000000000100,580,AT4212_CTD-005,0000000000000100,19,0000000000000100,2019-06-13T22:17:02.000Z,41.400,0000000001000100,41.062,44.37390,-124.95908,10.5118,0000000000000100,10.5056,0000000000000100,3.608970,0000000000000100,3.608548,0000000000000100,32.4804,32.4817,6.7271,0000000001000100,6.34668,0.368900,0000000011000100,0.0720,98.2165,0000000001000100,8.071,0000000011000100,-9999999,-9999999,-9999999,0.2305,0.1075,1.6875,0000000000000100,0000000000000100,0.4477,2.4248,0.0313,0.0106,-0.0001,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,1999.142668,0000000000000100,0000000000000100,324.18,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2194.08,14.19,1846.34,138.61,8.109,3.236,2.105,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37383,-124.96000,2019-06-13T21:38:14.000Z,CTD-005,0000000000000100,580,AT4212_CTD-005,0000000000000100,21,0000000000000100,2019-06-13T22:19:55.000Z,21.484,0000000001000100,21.310,44.37392,-124.95886,11.6551,0000000000000100,11.6490,0000000000000100,3.680249,0000000010000100,3.437925,0000000010000100,32.1864,32.1881,6.6153,0000000001000100,6.20482,0.162400,0000000011000100,0.0800,98.0204,0000000001000100,8.088,0000000011000100,-9999999,-9999999,-9999999,0.1434,0.0427,1.7769,0000000000000100,0000000000000100,0.4000,2.3573,0.0020,0.0107,-0.0001,0000000010000100,0000000010000100,32.1359,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,1995.784714,0000000000000100,0000000000000100,325.61,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2197.19,13.76,1838.66,143.37,8.11,3.37,2.196,0000000000000100,0000000000000100
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37383,-124.96000,2019-06-13T21:38:14.000Z,CTD-005,0000000000000100,580,AT4212_CTD-005,0000000000000100,22,0000000000000100,2019-06-13T22:20:10.000Z,21.280,0000000001000100,21.108,44.37392,-124.95886,11.6921,0000000000000100,11.6944,0000000000000100,3.681287,0000000000000100,3.681147,0000000000000100,32.1646,32.1612,6.6089,0000000011000100,6.20082,0.168900,0000000001000100,0.0854,97.8890,0000000001000100,8.091,0000000001000100,6.972369,0000000000000100,00000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37383,-124.96000,2019-06-13T21:38:14.000Z,CTD-005,0000000000000100,580,AT4212_CTD-005,0000000000000100,22,0000000000000100,2019-06-13T22:20:10.000Z,21.280,0000000001000100,21.108,44.37392,-124.95886,11.6921,0000000000000100,11.6944,0000000000000100,3.681287,0000000000000100,3.681147,0000000000000100,32.1646,32.1612,6.6089,0000000011000100,6.20082,0.168900,0000000001000100,0.0854,97.8890,0000000001000100,8.091,0000000001000100,6.896498,0000000000000100,00000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,250m W of Oregon Offshore Shallow Profiler,CE04OSPS,44.37383,-124.96000,2019-06-13T21:38:14.000Z,CTD-005,0000000000000100,580,AT4212_CTD-005,0000000000000100,23,0000000000000100,2019-06-13T22:21:44.000Z,11.503,0000000001000100,11.410,44.37392,-124.95878,13.2048,0000000000000100,13.2031,0000000000000100,3.750345,0000000000000100,3.750164,0000000000000100,31.5443,31.5441,6.3740,0000000001000100,6.03110,0.173900,0000000011000100,0.1154,97.1572,0000000001000100,8.122,0000000011000100,-9999999,-9999999,-9999999,0.2014,0.0568,1.7864,0000000000000100,0000000000000100,0.3270,2.5787,0.0043,0.0084,-0.0001,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,1976.857567,0000000000000100,0000000000000100,308.03,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2195.73,12.43,1809.04,155.38,8.133,3.684,2.407,0000000000000100,0000000000000100
AT4212,250m W of Slope Base Shallow Profiler ,RS01SBPS,44.52900,-125.39300,2019-06-14T11:24:21.000Z,CTD-006,0000000000000100,2900,AT4212_CTD-006,0000000000000100,1,0000000000000100,2019-06-14T11:36:46.000Z,221.805,0000000001000100,219.896,44.52896,-125.39303,7.5466,0000000000000100,7.5461,0000000000000100,3.491891,0000000010000100,3.437925,0000000010000100,33.9468,33.9481,2.4477,0000000001000100,6.71372,0.000400,0000000001000100,0.0228,99.4312,0000000001000100,7.669,0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.0803,38.8913,30.9672,0.0235,-0.0001,0000000010000100,0000000010000100,33.9483,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2272.879606,0000000000000100,0000000000000100,834.03,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2333.02,40,2166.56,66.32,7.748,1.476,0.957,0000000000000100,0000000000000100
AT4212,250m W of Slope Base Shallow Profiler ,RS01SBPS,44.52900,-125.39300,2019-06-14T11:24:21.000Z,CTD-006,0000000000000100,2900,AT4212_CTD-006,0000000000000100,2,0000000000000100,2019-06-14T11:37:07.000Z,221.885,0000000001000100,219.975,44.52896,-125.39303,7.5424,0000000000000100,7.5409,0000000000000100,3.491536,0000000010000100,3.437925,0000000010000100,33.9470,33.9487,2.4428,0000000001000100,6.71434,0.013600,0000000001000100,0.0220,99.4524,0000000001000100,7.669,0000000001000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,33.9473,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,250m W of Slope Base Shallow Profiler ,RS01SBPS,44.52900,-125.39300,2019-06-14T11:24:20.995Z,CTD-006,0000000000000100,2900,AT4212_CTD-006,0000000000000100,3,0000000000000100,2019-06-14T11:39:16.000Z,201.891,0000000001000100,200.163,44.52896,-125.39306,7.7434,0000000000000100,7.7483,0000000000000100,3.507546,0000000000000100,3.508081,0000000000000100,33.9334,33.9343,2.5242,0000000001000100,6.68441,0.006200,0000000001000100,0.0238,99.4059,0000000001000100,7.678,0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.0256,37.2320,30.0743,0.0136,-0.0001,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2266.750751,0000000000000100,0000000000000100,852.42,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2324.59,40.61,2160.97,65.17,7.739,1.456,0.944,0000000000000100,0000000000000100
AT4212,250m W of Slope Base Shallow Profiler ,RS01SBPS,44.52900,-125.39300,2019-06-14T11:24:20.995Z,CTD-006,0000000000000100,2900,AT4212_CTD-006,0000000000000100,5,0000000000000100,2019-06-14T11:41:39.000Z,181.436,0000000001000100,179.892,44.52898,-125.39304,8.0793,0000000000000100,8.0792,0000000000000100,3.534092,0000000000000100,3.534226,0000000000000100,33.9018,33.9033,2.6619,0000000011000100,6.63530,0.020500,0000000001000100,0.0250,99.3772,0000000001000100,7.691,0000000011000100,3.085135,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,1.9648,33.9498,29.0911,0.0235,-0.0001,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2275.03213,0000000000000100,0000000000000100,869.92,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2332.5,40.97,2168.73,65.33,7.734,1.466,0.951,0000000000000100,0000000000000100
AT4212,250m W of Slope Base Shallow Profiler ,RS01SBPS,44.52900,-125.39300,2019-06-14T11:24:20.995Z,CTD-006,0000000000000100,2900,AT4212_CTD-006,0000000000000100,7,0000000000000100,2019-06-14T11:44:22.000Z,162.419,0000000001000100,161.044,44.52895,-125.39302,8.2972,0000000000000100,8.3042,0000000000000100,3.548812,0000000000000100,3.549412,0000000000000100,33.8572,33.8568,2.8782,0000000011000100,6.60483,0.009600,0000000001000100,0.0232,99.4223,0000000001000100,7.714,0000000011000100,3.612978,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,1.9012,31.8012,27.8747,0.0166,-0.0001,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2246.693651,0000000000000100,0000000000000100,814.23,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2312.21,38.08,2139.99,68.63,7.758,1.546,1.003,0000000000000100,0000000000000100
AT4212,250m W of Slope Base Shallow Profiler ,RS01SBPS,44.52900,-125.39300,2019-06-14T11:24:20.995Z,CTD-006,0000000000000100,2900,AT4212_CTD-006,0000000000000100,9,0000000000000100,2019-06-14T11:46:50.000Z,142.469,0000000001000100,141.270,44.52897,-125.39304,8.6651,0000000000000100,8.6648,0000000000000100,3.571934,0000000010000100,3.437925,0000000010000100,33.7583,33.7597,3.0052,0000000001000100,6.55497,0.004900,0000000001000100,0.0235,99.4142,0000000001000100,7.727,0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,1.8352,28.8907,26.2019,0.0196,-0.0001,0000000010000100,0000000010000100,33.7605,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2250.565327,0000000000000100,0000000000000100,699.46,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2339.66,32.32,2137.31,80.93,7.826,1.832,1.189,0000000000000100,0000000000000100
AT4212,250m W of Slope Base Shallow Profiler ,RS01SBPS,44.52900,-125.39300,2019-06-14T11:24:20.995Z,CTD-006,0000000000000100,2900,AT4212_CTD-006,0000000000000100,11,0000000000000100,2019-06-14T11:49:38.000Z,122.266,0000000001000100,121.243,44.52896,-125.39306,8.9575,0000000000000100,8.9570,0000000000000100,3.583743,0000000000000100,3.583841,0000000000000100,33.6137,33.6151,3.3787,0000000001000100,6.51864,0.017000,0000000001000100,0.0217,99.4591,0000000001000100,7.768,0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,1.6964,24.7374,23.7046,0.0222,-0.0001,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2176.107833,0000000000000100,0000000000000100,623.31,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2276.74,28.54,2062.08,85.49,7.863,1.945,1.263,0000000000000100,0000000000000100
AT4212,250m W of Slope Base Shallow Profiler ,RS01SBPS,44.52900,-125.39300,2019-06-14T11:24:20.995Z,CTD-006,0000000000000100,2900,AT4212_CTD-006,0000000000000100,13,0000000000000100,2019-06-14T11:52:00.000Z,101.065,0000000001000100,100.224,44.52898,-125.39304,9.2774,0000000000000100,9.2811,0000000000000100,3.584988,0000000000000100,3.585025,0000000000000100,33.3358,33.3327,4.0405,0000000001000100,6.48434,0.120300,0000000011000100,0.0231,99.4237,0000000001000100,7.833,0000000011000100,-9999999,-9999999,-9999999,0.0652,0.0891,1.4259,0000000000000100,0000000000000100,1.4570,18.9002,19.2056,0.0392,-0.0001,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2177.174116,0000000000000100,0000000000000100,642.16,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2274.56,29.14,2064.09,83.94,7.852,1.923,1.249,0000000000000100,0000000000000100
AT4212,250m W of Slope Base Shallow Profiler ,RS01SBPS,44.52900,-125.39300,2019-06-14T11:24:20.995Z,CTD-006,0000000000000100,2900,AT4212_CTD-006,0000000000000100,15,0000000000000100,2019-06-14T11:55:10.000Z,81.829,0000000001000100,81.152,44.52896,-125.39300,9.6399,0000000000000100,9.6409,0000000000000100,3.574028,0000000010000100,3.437925,0000000010000100,32.8967,32.8948,5.1119,0000000001000100,6.45107,0.361500,0000000001000100,0.0311,99.2258,0000000001000100,7.954,0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,1.0105,10.0733,10.9597,0.0867,-0.0001,0000000010000100,0000000010000100,32.9014,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2113.451596,0000000000000100,0000000000000100,459.67,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2257.02,20.66,1983.58,109.21,7.983,2.52,1.637,0000000000000100,0000000000000100
